0,0
1,21
2,13
3,8
4,15
5,14
6,19
7,14
8,26
9,18
10,6
11,18
12,9
13,45
14,8
15,10
16,8
17,16
18,18
19,20
20,14
21,15
22,9
23,10
24,14
25,18
26,45
27,5
28,15
29,10
30,15
31,14
32,12
33,18
34,8
35,15
36,9
37,13
38,9
39,47
40,19
41,18
42,11
43,19
44,16
45,11
46,18
47,18
48,23
49,9
50,10
51,10
52,31
53,9
54,6
55,13
56,16
57,13
58,23
59,15
60,18
61,15
62,10
63,14
64,17
65,29
66,13
67,17
68,20
69,13
70,15
71,22
72,21
73,16
74,12
75,13
76,15
77,17
78,29
79,11
80,11
81,10
82,17
83,14
84,12
85,17
86,6
87,12
88,12
89,17
90,21
91,22
92,14
93,13
94,7
95,17
96,10
97,14
98,17
99,16
100,11
101,11
102,11
103,15
104,32
105,16
106,15
107,7
108,14
109,17
110,9
111,8
112,22
113,17
114,11
115,9
116,7
117,22
118,12
119,18
120,8
121,12
122,12
123,13
124,16
125,16
126,19
127,14
128,14
129,9
130,42
131,12
132,10
133,8
134,8
135,19
136,26
137,16
138,12
139,11
140,6
141,13
142,10
143,31
144,12
145,13
146,10
147,9
148,15
149,13
150,22
151,9
152,23
153,9
154,14
155,9
156,31
157,13
158,9
159,8
160,9
161,16
162,8
163,11
164,14
165,8
166,10
167,6
168,10
169,34
170,10
171,18
172,6
173,10
174,17
175,14
176,13
177,13
178,11
179,8
180,10
181,11
182,19
183,11
184,10
185,10
186,7
187,9
188,10
189,16
190,11
191,12
192,7
193,12
194,9
195,18
196,7
197,14
198,6
199,13
200,22
201,13
202,13
203,11
204,12
205,7
206,13
207,10
208,24
209,14
210,10
211,6
212,8
213,16
214,15
215,10
216,9
217,13
218,17
219,15
220,13
221,26
222,7
223,9
224,8
225,13
226,16
227,18
228,11
229,6
230,10
231,11
232,14
233,6
234,21
235,7
236,16
237,13
238,13
239,15
240,17
241,12
242,10
243,7
244,6
245,4
246,11
247,19
248,10
249,7
250,8
251,8
252,10
253,18
254,12
255,9
256,7
257,11
258,10
259,6
260,19
261,9
262,6
263,8
264,17
265,12
266,8
267,7
268,6
269,9
270,10
271,11
272,4
273,20
274,12
275,11
276,7
277,4
278,11
279,10
280,11
281,11
282,12
283,10
284,11
285,9
286,19
287,8
288,9
289,8
290,6
291,11
292,11
293,11
294,9
295,10
296,5
297,10
298,3
299,19
300,8
301,10
302,10
303,7
304,8
305,16
306,9
307,13
308,8
309,10
310,11
311,6
312,16
313,9
314,5
315,3
316,5
317,9
318,12
319,15
320,11
321,5
322,5
323,8
324,9
325,18
326,9
327,9
328,4
329,7
330,11
331,3
332,12
333,15
334,14
335,9
336,10
337,7
338,19
339,8
340,8
341,7
342,7
343,8
344,12
345,11
346,6
347,5
348,13
349,10
350,9
351,25
352,6
353,6
354,5
355,10
356,11
357,12
358,17
359,7
360,5
361,3
362,8
363,10
364,21
365,8
366,6
367,5
368,7
369,5
370,15
371,6
372,6
373,8
374,8
375,6
376,8
377,14
378,4
379,6
380,10
381,7
382,9
383,8
384,6
385,5
386,8
387,7
388,11
389,8
390,15
391,6
392,8
393,2
394,6
395,6
396,11
397,9
398,10
399,9
400,8
401,5
402,4
403,18
404,11
405,8
406,4
407,9
408,10
409,8
410,8
411,9
412,10
413,6
414,11
415,7
416,21
417,7
418,5
419,2
420,3
421,7
422,6
423,10
424,8
425,2
426,2
427,7
428,3
429,14
430,8
431,12
432,7
433,3
434,3
435,7
436,7
437,6
438,8
439,1
440,5
441,5
442,18
443,4
444,4
445,3
446,1
447,8
448,6
449,7
450,7
451,7
452,8
453,7
454,4
455,22
456,7
457,8
458,7
459,8
460,7
461,9
462,10
463,12
464,6
465,6
466,5
467,7
468,15
469,2
470,8
471,6
472,2
473,4
474,4
475,5
476,4
477,2
478,4
479,7
480,5
481,15
482,5
483,6
484,6
485,5
486,6
487,4
488,10
489,6
490,8
491,4
492,5
493,3
494,10
495,6
496,4
497,3
498,5
499,6
500,5
501,5
502,4
503,4
504,4
505,1
506,3
507,14
508,6
509,5
510,2
511,4
512,6
513,2
514,2
515,4
516,2
517,1
518,2
519,5
520,7
521,4
522,3
523,3
524,1
525,8
526,5
527,11
528,3
529,4
530,4
531,4
532,5
533,8
534,4
535,4
536,7
537,4
538,5
539,4
540,6
541,6
542,3
543,4
544,4
545,3
546,10
547,5
548,1
549,0
550,2
551,2
552,6
553,1
554,2
555,2
556,4
557,5
558,7
559,11
560,6
561,4
562,4
563,3
564,2
565,1
566,4
567,2
568,4
569,1
570,4
571,3
572,13
573,4
574,10
575,3
576,5
577,3
578,4
579,4
580,1
581,4
582,6
583,4
584,5
585,7
586,2
587,7
588,4
589,2
590,2
591,0
592,6
593,3
594,1
595,3
596,4
597,4
598,4
599,2
600,0
601,4
602,4
603,4
604,2
605,6
606,1
607,4
608,0
609,4
610,3
611,5
612,2
613,1
614,2
615,3
616,2
617,2
618,5
619,1
620,1
621,3
622,3
623,0
624,6
625,1
626,3
627,3
628,3
629,3
630,1
631,2
632,5
633,2
634,1
635,4
636,1
637,2
638,3
639,1
640,1
641,4
642,3
643,4
644,6
645,1
646,0
647,0
648,2
649,0
650,9
651,2
652,3
653,2
654,1
655,0
656,3
657,2
658,3
659,1
660,1
661,2
662,5
663,6
664,1
665,2
666,0
667,0
668,3
669,4
670,2
671,3
672,2
673,4
674,1
675,2
676,4
677,3
678,6
679,4
680,3
681,1
682,8
683,5
684,2
685,0
686,4
687,2
688,1
689,1
690,3
691,2
692,1
693,0
694,1
695,1
696,3
697,4
698,0
699,4
700,1
701,0
702,4
703,1
704,2
705,3
706,0
707,4
708,5
709,0
710,1
711,2
712,0
713,0
714,1
715,2
716,2
717,1
718,2
719,1
720,3
721,1
722,1
723,1
724,0
725,2
726,0
727,1
728,6
729,2
730,3
731,0
732,0
733,0
734,5
735,3
736,2
737,1
738,1
739,1
740,0
741,2
742,1
743,4
744,0
745,0
746,1
747,0
748,3
749,1
750,1
751,0
752,1
753,0
754,1
755,1
756,1
757,0
758,0
759,0
760,0
761,0
762,0
763,1
764,1
765,2
766,0
767,2
768,0
769,3
770,0
771,2
772,2
773,0
774,1
775,0
776,0
777,0
778,1
779,0
780,3
781,0
782,2
783,0
784,1
785,0
786,1
787,0
788,2
789,1
790,1
791,1
792,3
793,0
794,0
795,0
796,0
797,1
798,1
799,0
800,3
801,0
802,0
803,0
804,0
805,1
806,1
807,0
808,0
809,1
810,1
811,0
812,0
813,1
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,2
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,1
836,0
837,0
838,0
839,0
840,0
841,1
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
