0,0
1,23
2,34
3,19
4,30
5,31
6,36
7,38
8,25
9,38
10,15
11,17
12,17
13,92
14,15
15,20
16,15
17,15
18,22
19,20
20,21
21,23
22,17
23,11
24,19
25,15
26,71
27,22
28,17
29,12
30,29
31,21
32,25
33,28
34,26
35,17
36,19
37,15
38,15
39,113
40,19
41,28
42,15
43,28
44,28
45,34
46,31
47,21
48,24
49,22
50,29
51,12
52,106
53,19
54,17
55,17
56,16
57,20
58,23
59,20
60,18
61,21
62,7
63,13
64,14
65,62
66,11
67,15
68,9
69,16
70,24
71,14
72,21
73,15
74,21
75,13
76,17
77,12
78,80
79,14
80,22
81,6
82,18
83,15
84,23
85,27
86,18
87,26
88,16
89,15
90,14
91,95
92,10
93,18
94,18
95,18
96,12
97,20
98,22
99,17
100,20
101,16
102,6
103,7
104,52
105,11
106,12
107,13
108,8
109,14
110,15
111,19
112,14
113,20
114,8
115,20
116,9
117,61
118,11
119,11
120,17
121,9
122,20
123,20
124,24
125,17
126,24
127,16
128,18
129,15
130,73
131,17
132,11
133,15
134,12
135,21
136,24
137,20
138,18
139,15
140,17
141,14
142,9
143,54
144,8
145,13
146,13
147,10
148,13
149,15
150,21
151,11
152,12
153,8
154,12
155,8
156,38
157,9
158,10
159,8
160,12
161,13
162,13
163,28
164,12
165,11
166,7
167,16
168,12
169,49
170,9
171,10
172,12
173,12
174,19
175,14
176,17
177,10
178,15
179,14
180,12
181,10
182,51
183,6
184,15
185,9
186,12
187,15
188,7
189,14
190,14
191,7
192,13
193,8
194,9
195,30
196,3
197,9
198,9
199,11
200,14
201,12
202,17
203,5
204,12
205,6
206,9
207,10
208,33
209,5
210,7
211,8
212,9
213,15
214,13
215,13
216,10
217,12
218,9
219,13
220,9
221,39
222,7
223,9
224,5
225,8
226,14
227,10
228,13
229,12
230,7
231,11
232,5
233,10
234,24
235,7
236,5
237,9
238,9
239,17
240,10
241,10
242,10
243,11
244,10
245,10
246,10
247,31
248,4
249,5
250,8
251,15
252,10
253,11
254,14
255,14
256,6
257,7
258,14
259,6
260,35
261,7
262,12
263,5
264,13
265,12
266,9
267,14
268,13
269,12
270,5
271,5
272,8
273,23
274,3
275,7
276,8
277,5
278,8
279,10
280,12
281,7
282,8
283,7
284,6
285,9
286,33
287,4
288,7
289,9
290,5
291,19
292,9
293,12
294,15
295,9
296,5
297,5
298,13
299,28
300,7
301,3
302,11
303,12
304,12
305,12
306,10
307,16
308,7
309,11
310,11
311,4
312,26
313,10
314,11
315,5
316,10
317,10
318,12
319,8
320,8
321,8
322,8
323,8
324,10
325,29
326,6
327,4
328,11
329,9
330,9
331,6
332,18
333,9
334,7
335,6
336,9
337,12
338,30
339,10
340,3
341,6
342,5
343,10
344,10
345,6
346,9
347,9
348,5
349,15
350,12
351,21
352,10
353,6
354,6
355,12
356,8
357,15
358,7
359,13
360,5
361,11
362,8
363,2
364,22
365,10
366,5
367,4
368,10
369,6
370,12
371,8
372,4
373,8
374,2
375,3
376,2
377,37
378,5
379,5
380,7
381,9
382,6
383,12
384,6
385,12
386,5
387,5
388,5
389,2
390,18
391,5
392,9
393,6
394,7
395,7
396,11
397,8
398,11
399,8
400,5
401,11
402,6
403,21
404,7
405,7
406,2
407,9
408,7
409,6
410,5
411,10
412,4
413,1
414,3
415,5
416,19
417,4
418,5
419,8
420,6
421,5
422,8
423,5
424,8
425,7
426,4
427,7
428,5
429,30
430,5
431,5
432,8
433,11
434,7
435,12
436,14
437,5
438,4
439,4
440,3
441,6
442,25
443,7
444,6
445,9
446,7
447,10
448,10
449,11
450,9
451,4
452,6
453,4
454,5
455,31
456,5
457,9
458,7
459,12
460,5
461,6
462,10
463,4
464,4
465,3
466,5
467,8
468,34
469,2
470,4
471,5
472,13
473,6
474,10
475,10
476,12
477,5
478,5
479,5
480,8
481,24
482,5
483,5
484,4
485,11
486,11
487,11
488,9
489,8
490,8
491,6
492,7
493,6
494,20
495,3
496,5
497,8
498,10
499,4
500,9
501,5
502,9
503,5
504,5
505,5
506,8
507,31
508,6
509,5
510,6
511,10
512,5
513,7
514,3
515,7
516,6
517,5
518,3
519,10
520,27
521,6
522,7
523,7
524,8
525,6
526,9
527,4
528,7
529,11
530,5
531,7
532,5
533,28
534,4
535,10
536,7
537,10
538,5
539,12
540,6
541,8
542,7
543,5
544,4
545,6
546,24
547,6
548,5
549,8
550,7
551,3
552,10
553,4
554,6
555,8
556,6
557,2
558,3
559,22
560,5
561,6
562,4
563,6
564,3
565,7
566,6
567,8
568,7
569,3
570,3
571,6
572,27
573,4
574,4
575,4
576,10
577,8
578,7
579,7
580,5
581,8
582,6
583,4
584,5
585,25
586,3
587,6
588,6
589,7
590,7
591,7
592,3
593,3
594,6
595,4
596,1
597,4
598,23
599,3
600,3
601,4
602,6
603,4
604,6
605,5
606,5
607,7
608,3
609,4
610,4
611,26
612,4
613,4
614,5
615,8
616,6
617,12
618,6
619,4
620,11
621,6
622,4
623,4
624,28
625,2
626,3
627,3
628,4
629,6
630,10
631,5
632,2
633,7
634,5
635,4
636,2
637,20
638,3
639,3
640,3
641,4
